1	0.99966	0.592811536	0.015697047
2	0.99963	0.67894433	0.016743405
3	0.99964	0.752769162	0.017515199
4	0.99959	0.801036512	0.018432646
5	0.99962	0.856499145	0.019103989
6	0.99962	0.897712519	0.020232382
7	0.99952	0.931852187	0.020794904
8	0.99956	0.964435645	0.021328965
9	0.9995	1.00863726	0.022010354
10	0.99948	1.042261306	0.022507583
11	0.99944	1.07452855	0.023103589
12	0.99941	1.090198545	0.023356389
13	0.99939	1.120688638	0.023123679
14	0.99932	1.139208551	0.022998116
15	0.99926	1.150134723	0.022718529
16	0.99918	1.164495963	0.022340166
17	0.99917	1.178630128	0.021869723
18	0.99912	1.192546884	0.021303853
19	0.99889	1.192546884	0.020885309
20	0.99894	1.195993173	0.020604048
21	0.9987	1.195993173	0.020361293
22	0.99864	1.195993173	0.020259169
23	0.99863	1.195993173	0.020495227
24	0.99848	1.192546884	0.020758072
25	0.99835	1.192546884	0.021268695
26	0.99814	1.189087573	0.021871397
27	0.99804	1.185615104	0.022584595
28	0.99795	1.185615104	0.023480278
29	0.99778	1.182129337	0.024314016
30	0.9976	1.178630128	0.025151103
31	0.99734	1.168050403	0.026503834
32	0.99711	1.15734436	0.02731246
33	0.99689	1.150134723	0.028397324
34	0.99669	1.131847939	0.029550829
35	0.9963	1.113167962	0.030791392
36	0.99593	1.090198545	0.032400272
37	0.99566	1.082400485	0.033753004
38	0.99508	1.062577797	0.03529994
39	0.99458	1.042261306	0.037124789
40	0.99404	1.021415386	0.038792265
41	0.99343	0.977969892	0.041033983
42	0.99279	0.907637678	0.042306354
43	0.99216	0.856499145	0.044735579
44	0.99155	0.801036512	0.046309302
45	0.99056	0.693134272	0.048830607
46	0.98998	0.592811536	0.051741994
47	0.98933	0.497097048	0.054636639
48	0.98822	0.398192886	0.05756979
49	0.98696	0.333901242	0.061788707
50	0.98538	0.294684864	0.0652442
51	0.98367	0.247105475	0.069160091
52	0.98209	0.182871784	0.073872888
53	0.97968	0.049787068	0.078912149
54	0.97797	0.049787068	0.083690239
55	0.97499	0.049787068	0.088110056
56	0.97256	0.049787068	0.092268702
57	0.96994	0.049787068	0.097903969
58	0.96647	0.049787068	0.103807103
59	0.96282	0.049787068	0.109464134
60	0.95799	0.049787068	0.114165212
61	0.95232	0.049787068	0.118782582
62	0.9471	0.049787068	0.125755513
63	0.93984	0.049787068	0.133389742
64	0.93158	0.049787068	0.141094286
65	0.92279	0.049787068	0.148673268
66	0.91343	0.049787068	0.155882257
67	0.90299	0.049787068	0.163878108
68	0.88897	0.049787068	0.171632878
69	0.87675	0.049787068	0.18068848
70	0	0.049787068	0.196715339
